,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,RT_Outlier,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
1,114621_fnca,1,1,Reward,2,5,3.0,0,705,0,40,1,1,0,0,3.0,,,,MostlyReward,MostlyReward
2,114621_fnca,2,1,Reward,3,5,3.0,0,602,0,13,2,2,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
3,114621_fnca,3,1,Punishment,4,5,3.0,0,448,0,13,3,3,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
4,114621_fnca,4,1,Reward,5,5,3.0,0,553,0,13,4,4,0,0,3.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
5,114621_fnca,5,1,Reward,6,5,3.0,0,498,0,13,5,5,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
6,114621_fnca,6,1,Reward,7,5,3.0,0,467,0,13,6,6,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
7,114621_fnca,7,1,Neutral,8,5,3.0,0,391,0,13,7,7,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
8,114621_fnca,8,1,Reward,9,5,3.0,0,472,0,13,8,8,0,0,,3.0,0.0,Neutral,MostlyReward,MostlyReward
9,114621_fnca,10,1,Reward,10,5,3.0,0,728,0,13,9,9,0,0,3.0,,,,MostlyPunishment,MostlyPunishment
10,114621_fnca,11,1,Punishment,11,5,3.0,0,590,0,13,10,10,0,0,3.0,3.0,0.0,Reward,MostlyPunishment,MostlyPunishment
11,114621_fnca,12,1,Punishment,12,5,3.0,0,537,0,13,11,11,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
12,114621_fnca,13,1,Punishment,13,5,3.0,0,523,0,13,12,12,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
13,114621_fnca,14,1,Neutral,14,5,3.0,0,414,0,13,13,13,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
14,114621_fnca,15,1,Punishment,15,5,3.0,0,522,0,13,14,14,0,0,3.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
15,114621_fnca,16,1,Punishment,16,5,3.0,0,542,0,13,15,15,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
16,114621_fnca,17,1,Punishment,17,5,3.0,0,540,0,14,16,16,0,0,,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
17,114621_fnca,19,1,Punishment,18,5,3.0,0,825,0,14,17,17,0,0,3.0,,,,MostlyPunishment,MostlyPunishment
18,114621_fnca,20,1,Punishment,19,5,3.0,0,523,0,13,18,18,0,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
19,114621_fnca,21,1,Punishment,20,5,2.0,0,519,0,13,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
20,114621_fnca,22,1,Neutral,21,5,3.0,0,519,0,13,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
21,114621_fnca,23,1,Punishment,22,5,2.0,0,503,0,14,1,0,1,0,3.0,3.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
22,114621_fnca,24,1,Neutral,23,5,3.0,0,518,0,14,1,1,0,0,3.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
23,114621_fnca,25,1,Punishment,24,5,3.0,0,543,0,14,2,2,0,0,3.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
24,114621_fnca,26,1,Punishment,25,5,3.0,0,378,0,13,3,3,0,0,,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
25,114621_fnca,28,1,Reward,26,5,3.0,0,604,0,13,4,4,0,0,3.0,,,,MostlyReward,MostlyReward
26,114621_fnca,29,1,Reward,27,5,3.0,0,288,0,13,5,5,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
27,114621_fnca,30,1,Punishment,28,5,3.0,0,343,0,13,6,6,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
28,114621_fnca,31,1,Reward,29,5,3.0,0,558,0,13,7,7,0,0,3.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
29,114621_fnca,32,1,Punishment,30,5,3.0,0,473,0,14,8,8,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
30,114621_fnca,33,1,Reward,31,5,3.0,0,426,0,14,9,9,0,0,3.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
31,114621_fnca,34,1,Reward,32,5,3.0,0,569,0,13,10,10,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
32,114621_fnca,35,1,Reward,32,5,3.0,0,300,0,13,11,11,0,0,,3.0,0.0,Reward,MostlyReward,MostlyReward
33,114621_fnca,1,2,Punishment,2,5,3.0,0,580,0,27,1,1,0,0,3.0,,,,MostlyPunishment,MostlyPunishment
34,114621_fnca,2,2,Punishment,3,5,3.0,0,487,0,13,2,2,0,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
35,114621_fnca,3,2,Reward,4,5,2.0,0,333,0,14,1,0,1,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
36,114621_fnca,4,2,Punishment,5,5,2.0,0,435,0,14,2,0,2,0,2.0,2.0,0.0,Reward,MostlyPunishment,MostlyPunishment
37,114621_fnca,5,2,Reward,6,5,2.0,0,351,0,14,3,0,3,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
38,114621_fnca,6,2,Punishment,7,5,2.0,0,411,0,13,4,0,4,0,2.0,2.0,0.0,Reward,MostlyPunishment,MostlyPunishment
39,114621_fnca,7,2,Punishment,8,5,2.0,0,344,0,13,5,0,5,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
40,114621_fnca,8,2,Punishment,9,5,2.0,0,354,0,13,6,0,6,0,,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
41,114621_fnca,10,2,Reward,10,5,3.0,0,800,0,14,1,1,0,0,3.0,,,,MostlyReward,MostlyReward
42,114621_fnca,11,2,Neutral,11,5,3.0,0,341,0,14,2,2,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
43,114621_fnca,12,2,Reward,12,5,3.0,0,358,0,13,3,3,0,0,3.0,3.0,0.0,Neutral,MostlyReward,MostlyReward
44,114621_fnca,13,2,Reward,13,5,3.0,0,417,0,13,4,4,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
45,114621_fnca,14,2,Reward,14,5,3.0,0,435,0,13,5,5,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
46,114621_fnca,15,2,Reward,15,5,3.0,0,441,0,14,6,6,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
47,114621_fnca,16,2,Neutral,16,5,3.0,0,293,0,14,7,7,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
48,114621_fnca,17,2,Reward,17,5,3.0,0,337,0,14,8,8,0,0,,3.0,0.0,Neutral,MostlyReward,MostlyReward
49,114621_fnca,19,2,Punishment,18,5,3.0,0,592,0,14,9,9,0,0,3.0,,,,MostlyPunishment,MostlyPunishment
50,114621_fnca,20,2,Punishment,19,5,3.0,0,537,0,13,10,10,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
51,114621_fnca,21,2,Reward,20,5,3.0,0,541,0,13,11,11,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
