Subject,NumRuns,Excluded,Reason,TotalTrials,RT_Outliers,RT_Outlier_Percentage
153429,2,False,,64,0,0.0
210415,2,False,,64,1,1.56
449753,2,False,,63,6,9.52
784565,2,False,,64,0,0.0
146129,2,False,,64,18,28.12
108525,2,False,,64,1,1.56
578057,2,False,,64,0,0.0
843151,2,False,,62,0,0.0
193441,2,False,,63,0,0.0
715950,2,False,,63,0,0.0
506234,2,False,,63,1,1.59
130922,2,False,,62,1,1.61
189450,2,False,,64,0,0.0
158035,2,False,,64,0,0.0
136631,2,False,,64,0,0.0
179952,2,False,,63,0,0.0
175237,2,False,,64,0,0.0
129129,2,False,,61,0,0.0
704238,2,False,,64,0,0.0
707749,2,False,,64,5,7.81
107018,2,False,,62,0,0.0
148032,2,False,,64,0,0.0
765864,2,False,,63,0,0.0
103010,2,False,,64,0,0.0
300618,2,False,,64,1,1.56
154330,2,False,,64,1,1.56
206323,2,False,,62,4,6.45
753251,2,False,,64,0,0.0
102614,2,False,,64,0,0.0
134021,2,False,,64,1,1.56
181636,2,False,,62,0,0.0
162329,2,False,,64,0,0.0
695768,2,False,,64,0,0.0
200513,2,False,,64,3,4.69
149539,2,False,,64,1,1.56
153126,2,False,,64,0,0.0
679568,2,False,,63,0,0.0
833148,2,False,,64,1,1.56
186040,2,False,,64,4,6.25
105620,2,False,,62,4,6.45
170631,2,False,,62,1,1.61
177746,2,False,,64,0,0.0
303624,2,False,,64,0,0.0
112112,2,False,,64,16,25.0
990366,2,False,,64,5,7.81
365343,2,False,,64,0,0.0
123117,2,False,,64,6,9.38
154431,2,False,,63,0,0.0
720337,2,False,,64,5,7.81
135124,2,False,,64,1,1.56
112819,2,False,,62,0,0.0
162026,2,False,,64,0,0.0
377451,2,False,,64,0,0.0
144933,2,False,,64,0,0.0
555954,2,False,,64,1,1.56
197348,2,False,,62,3,4.84
644044,2,False,,64,1,1.56
211215,2,False,,62,2,3.23
221319,2,False,,64,0,0.0
201111,2,False,,64,0,0.0
209935,2,False,,64,7,10.94
618952,2,False,,64,0,0.0
255740,2,False,,63,0,0.0
199150,2,False,,62,2,3.23
135629,2,False,,64,20,31.25
213421,2,False,,64,0,0.0
627549,2,False,,64,0,0.0
567961,2,False,,63,0,0.0
295146,2,False,,64,0,0.0
581450,2,False,,64,2,3.12
203923,2,False,,59,3,5.08
381543,2,False,,64,0,0.0
151930,2,False,,64,1,1.56
105923,2,False,,64,0,0.0
459453,2,False,,62,4,6.45
155938,2,False,,61,10,16.39
942658,2,False,,64,1,1.56
336841,2,False,,64,5,7.81
525541,2,False,,63,1,1.59
872158,1,True,Single run only,32,0,0.0
160830,2,False,,62,2,3.23
623844,2,False,,64,0,0.0
217429,2,False,,64,0,0.0
112314,2,False,,63,0,0.0
559457,2,False,,64,0,0.0
187547,2,False,,64,0,0.0
732243,2,False,,64,0,0.0
191336,2,False,,63,15,23.81
210617,2,False,,64,0,0.0
249947,2,False,,64,0,0.0
481951,2,False,,63,1,1.59
205119,2,False,,64,0,0.0
152225,2,False,,64,0,0.0
393550,2,False,,64,2,3.12
117930,2,False,,64,0,0.0
143426,2,False,,64,1,1.56
971160,2,True,Uniform responses (>80%),64,0,0.0
675661,2,False,,64,0,0.0
115320,2,False,,64,0,0.0
322224,2,False,,64,0,0.0
171532,2,False,,63,1,1.59
352132,2,False,,64,0,0.0
970764,2,False,,63,2,3.17
749361,2,False,,61,2,3.28
993675,2,True,Uniform responses (>80%),64,0,0.0
176845,2,False,,63,1,1.59
299760,2,False,,64,0,0.0
562345,2,False,,64,0,0.0
436239,2,False,,63,0,0.0
133019,2,False,,63,2,3.17
100307,2,False,,64,1,1.56
709551,2,False,,64,1,1.56
125424,2,False,,64,0,0.0
119025,2,False,,64,0,0.0
973770,2,False,,64,2,3.12
168139,2,False,,64,1,1.56
510326,2,False,,62,3,4.84
177241,2,False,,64,0,0.0
966975,2,False,,64,1,1.56
157942,2,False,,64,11,17.19
124220,2,False,,64,1,1.56
896778,2,False,,64,1,1.56
729557,2,False,,63,1,1.59
160931,2,False,,64,3,4.69
144731,2,False,,64,3,4.69
706040,2,False,,63,1,1.59
992774,2,False,,64,0,0.0
812746,2,False,,64,0,0.0
453441,2,False,,64,4,6.25
217126,2,False,,63,0,0.0
308331,2,False,,64,0,0.0
955465,2,False,,64,0,0.0
552241,2,False,,61,0,0.0
209834,2,False,,62,0,0.0
633847,2,False,,64,1,1.56
233326,2,False,,64,1,1.56
118124,2,False,,64,5,7.81
334635,2,False,,64,0,0.0
137936,2,False,,63,0,0.0
548250,2,False,,64,0,0.0
115825,2,False,,63,3,4.76
132118,2,False,,62,0,0.0
644246,2,False,,64,0,0.0
164939,2,False,,64,0,0.0
200614,2,False,,64,2,3.12
108828,2,False,,64,2,3.12
429040,2,False,,64,0,0.0
175035,2,False,,60,2,3.33
134728,2,False,,64,3,4.69
189652,2,False,,63,15,23.81
164636,2,False,,64,0,0.0
102816,2,False,,63,0,0.0
102513,2,False,,63,7,11.11
125525,2,False,,64,0,0.0
195950,2,False,,64,0,0.0
100206,2,False,,64,0,0.0
199655,2,False,,64,1,1.56
441939,2,False,,64,0,0.0
485757,2,False,,63,0,0.0
165032,2,False,,62,3,4.84
109123,2,False,,64,0,0.0
172029,2,False,,64,2,3.12
159138,2,False,,63,0,0.0
183741,2,False,,63,1,1.59
180230,2,False,,64,0,0.0
210112,2,False,,64,1,1.56
751348,2,False,,62,0,0.0
148335,2,False,,64,0,0.0
957974,2,False,,64,0,0.0
103212,2,False,,64,0,0.0
983773,2,False,,64,0,0.0
421226,2,False,,64,1,1.56
852455,2,False,,64,0,0.0
586460,2,False,,64,0,0.0
134223,2,False,,64,0,0.0
553344,2,False,,63,1,1.59
176441,2,False,,63,18,28.57
286650,2,False,,61,3,4.92
113215,2,False,,63,0,0.0
136833,2,False,,63,1,1.59
130720,2,False,,64,9,14.06
186141,2,False,,64,5,7.81
826353,2,False,,64,1,1.56
937160,1,True,Single run only,32,2,6.25
191437,1,True,Single run only,31,1,3.23
