,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,RT_Outlier,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
1,162935_fnca,1,1,Reward,2,5,3.0,0,388,0,40,1,1,0,0,3.0,,,,MostlyReward,MostlyReward
2,162935_fnca,2,1,Reward,3,5,3.0,0,355,0,13,2,2,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
3,162935_fnca,3,1,Punishment,4,5,3.0,0,275,0,13,3,3,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
4,162935_fnca,4,1,Reward,5,5,3.0,0,383,0,13,4,4,0,0,3.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
5,162935_fnca,5,1,Reward,6,5,3.0,0,458,0,14,5,5,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
6,162935_fnca,6,1,Reward,7,5,3.0,0,253,0,14,6,6,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
7,162935_fnca,7,1,Neutral,8,5,3.0,0,247,0,13,7,7,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
8,162935_fnca,8,1,Reward,9,5,3.0,0,572,0,13,8,8,0,0,,3.0,0.0,Neutral,MostlyReward,MostlyReward
9,162935_fnca,10,1,Reward,10,5,3.0,0,745,0,14,9,9,0,0,3.0,,,,MostlyPunishment,MostlyPunishment
10,162935_fnca,11,1,Punishment,11,5,3.0,0,309,0,14,10,10,0,0,3.0,3.0,0.0,Reward,MostlyPunishment,MostlyPunishment
11,162935_fnca,12,1,Punishment,12,5,3.0,0,305,0,14,11,11,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
12,162935_fnca,13,1,Punishment,13,5,3.0,0,290,0,13,12,12,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
13,162935_fnca,14,1,Neutral,14,5,3.0,0,243,0,13,13,13,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
14,162935_fnca,15,1,Punishment,15,5,3.0,0,274,0,14,14,14,0,0,3.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
15,162935_fnca,16,1,Punishment,16,5,3.0,0,275,0,13,15,15,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
16,162935_fnca,17,1,Punishment,17,5,3.0,0,257,0,13,16,16,0,0,,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
17,162935_fnca,19,1,Punishment,18,5,3.0,0,535,0,13,17,17,0,0,3.0,,,,MostlyPunishment,MostlyPunishment
18,162935_fnca,20,1,Punishment,19,5,3.0,0,288,0,14,18,18,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
19,162935_fnca,21,1,Punishment,20,5,3.0,0,452,0,14,19,19,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
20,162935_fnca,22,1,Neutral,21,5,3.0,0,297,0,14,20,20,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
21,162935_fnca,23,1,Punishment,22,5,3.0,0,254,0,13,21,21,0,0,2.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
22,162935_fnca,24,1,Neutral,23,5,2.0,0,381,0,13,1,0,1,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
23,162935_fnca,25,1,Punishment,24,5,2.0,0,381,0,13,2,0,2,0,3.0,2.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
24,162935_fnca,26,1,Punishment,25,5,3.0,0,666,0,14,1,1,0,0,,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
25,162935_fnca,28,1,Reward,26,5,3.0,0,506,0,13,2,2,0,0,3.0,,,,MostlyReward,MostlyReward
26,162935_fnca,29,1,Reward,27,5,3.0,0,299,0,13,3,3,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
27,162935_fnca,30,1,Punishment,28,5,3.0,0,432,0,13,4,4,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
28,162935_fnca,31,1,Reward,29,5,3.0,0,268,0,13,5,5,0,0,3.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
29,162935_fnca,32,1,Punishment,30,5,3.0,0,294,0,13,6,6,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
30,162935_fnca,33,1,Reward,31,5,3.0,0,278,0,14,7,7,0,0,3.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
31,162935_fnca,34,1,Reward,32,5,3.0,0,251,0,14,8,8,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
32,162935_fnca,35,1,Reward,32,5,3.0,0,251,0,14,9,9,0,0,,3.0,0.0,Reward,MostlyReward,MostlyReward
33,162935_fnca,1,2,Punishment,2,5,3.0,0,293,0,27,1,1,0,0,3.0,,,,MostlyPunishment,MostlyPunishment
34,162935_fnca,2,2,Punishment,3,5,3.0,0,287,0,13,2,2,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
35,162935_fnca,3,2,Reward,4,5,3.0,0,268,0,13,3,3,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
36,162935_fnca,4,2,Punishment,5,5,3.0,0,467,0,13,4,4,0,0,3.0,3.0,0.0,Reward,MostlyPunishment,MostlyPunishment
37,162935_fnca,5,2,Reward,6,5,3.0,0,281,0,13,5,5,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
38,162935_fnca,6,2,Punishment,7,5,3.0,0,263,0,13,6,6,0,0,3.0,3.0,0.0,Reward,MostlyPunishment,MostlyPunishment
39,162935_fnca,7,2,Punishment,8,5,3.0,0,214,0,13,7,7,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
40,162935_fnca,8,2,Punishment,9,5,3.0,0,326,0,13,8,8,0,0,,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
41,162935_fnca,10,2,Reward,10,5,3.0,0,466,0,13,9,9,0,0,3.0,,,,MostlyReward,MostlyReward
42,162935_fnca,11,2,Neutral,11,5,3.0,0,359,0,13,10,10,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
43,162935_fnca,12,2,Reward,12,5,3.0,0,561,0,13,11,11,0,0,3.0,3.0,0.0,Neutral,MostlyReward,MostlyReward
44,162935_fnca,13,2,Reward,13,5,3.0,0,339,0,14,12,12,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
45,162935_fnca,14,2,Reward,14,5,3.0,0,317,0,13,13,13,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
46,162935_fnca,15,2,Reward,15,5,3.0,0,237,0,13,14,14,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
47,162935_fnca,16,2,Neutral,16,5,3.0,0,342,0,13,15,15,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
48,162935_fnca,17,2,Reward,17,5,3.0,0,1035,0,14,16,16,0,0,,3.0,0.0,Neutral,MostlyReward,MostlyReward
49,162935_fnca,19,2,Punishment,18,5,3.0,0,432,0,14,17,17,0,0,3.0,,,,MostlyPunishment,MostlyPunishment
50,162935_fnca,20,2,Punishment,19,5,3.0,0,709,0,13,18,18,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
51,162935_fnca,21,2,Reward,20,5,3.0,0,393,0,13,19,19,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
52,162935_fnca,22,2,Punishment,21,5,3.0,0,382,0,14,20,20,0,0,3.0,3.0,0.0,Reward,MostlyPunishment,MostlyPunishment
53,162935_fnca,23,2,Reward,22,5,3.0,0,311,0,13,21,21,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
54,162935_fnca,24,2,Punishment,23,5,3.0,0,356,0,13,22,22,0,0,3.0,3.0,0.0,Reward,MostlyPunishment,MostlyPunishment
55,162935_fnca,25,2,Punishment,24,5,3.0,0,329,0,13,23,23,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
56,162935_fnca,26,2,Punishment,25,5,3.0,0,844,0,13,24,24,0,0,,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
57,162935_fnca,28,2,Reward,26,5,3.0,0,585,0,13,25,25,0,0,3.0,,,,MostlyReward,MostlyReward
58,162935_fnca,29,2,Reward,27,5,3.0,0,405,0,13,26,26,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
59,162935_fnca,30,2,Punishment,28,5,3.0,0,410,0,13,27,27,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
60,162935_fnca,31,2,Reward,29,5,3.0,0,765,0,14,28,28,0,0,3.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
61,162935_fnca,32,2,Punishment,30,5,3.0,0,524,0,14,29,29,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
62,162935_fnca,33,2,Reward,31,5,3.0,0,288,0,13,30,30,0,0,3.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
63,162935_fnca,34,2,Reward,32,5,3.0,0,296,0,13,31,31,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
64,162935_fnca,35,2,Reward,32,5,3.0,0,301,0,13,32,32,0,0,,3.0,0.0,Reward,MostlyReward,MostlyReward
