subject_numeric,fa_AntFrontal,fa_ARC_L,fa_ARC_R,fa_ATR_L,fa_ATR_R,fa_CGC_L,fa_CGC_R,fa_CST_L,fa_CST_R,fa_IFO_L,fa_IFO_R,fa_ILF_L,fa_ILF_R,fa_Motor,fa_Occipital,fa_Orbital,fa_PostParietal,fa_SLF_L,fa_SLF_R,fa_SupFrontal,fa_SupParietal,fa_Temporal,fa_UNC_L,fa_UNC_R,Unnamed: 0,HCPID,alpha,proc.temp,proc.LL,decay,decl.temp,decl.LL,best.model,diff.LL
590047,0.5380850323595312,0.4954209930237063,0.4632265816939896,0.45120150890854693,0.42847308217920976,0.5472822351046019,0.48281529256656375,0.5568907743786152,0.5317814437749478,0.5360224541513879,0.534671123081546,0.5065656347230564,0.49626798529403005,0.5554867524618369,0.6502827087556026,0.5346378017626494,0.5890701673053065,0.4822856049309807,0.4773772110443862,0.5475977119345283,0.5724131740733139,0.5472728629910241,0.4171195348241165,0.44393648519733986,623,590047_fnca,0.010000000003893,0.077106585750279,-43.614100932485734,0.0100151611804742,1.9999999998577296,-44.14391852155423,Procedural,0.5298175890684931
592455,0.5555108834438903,0.5136272475927769,0.4460219009868397,0.4613011708012701,0.4458206109610439,0.5473253434376576,0.4698135103628948,0.5592339347739673,0.545156343603965,0.5410991847041867,0.5025205082940238,0.5146550186114554,0.49312935288553744,0.5532477721141107,0.6611766187247009,0.5402022337876781,0.5983274724632835,0.48128907002374227,0.49589520354125904,0.5572823149660989,0.5749259585147084,0.5857815567371478,0.4400591457015471,0.46459510532754195,44,592455_fnca,0.0100000022906245,0.1815511097647267,-43.63251116333889,0.0100097810980761,1.9999999989543111,-44.08167369331694,Procedural,0.4491625299780466
594156,0.5297120763992658,0.4966288894223346,0.43392298197092444,0.4595489133867908,0.4039872435706707,0.5023347124837462,0.4453569353826704,0.5245526357881161,0.5250891354887893,0.5310831438321734,0.4901147347065164,0.4889173042417636,0.45908843793942233,0.5454123677392656,0.6341759554668669,0.5121419028021735,0.5283163834365752,0.45180565095996267,0.47346391655625036,0.5304038286138612,0.5422276636324043,0.5336784774384942,0.42019195970067047,0.4342763006697339,652,594156_fnca,1.2398214591521175,1.999999999972116,-42.54904282276605,0.0100270672183985,1.9999999998264488,-44.13640076894127,Procedural,1.5873579461752243
597869,0.55792441574803,0.5229039272099051,0.4470801487244167,0.44508513187362675,0.4435310026851355,0.5539652319077227,0.4844218339119572,0.5607357946452094,0.5507291049092278,0.5442906873230418,0.5335361675542089,0.49656283847047084,0.5033280117815255,0.566638460728561,0.6596492283337557,0.5372791024859616,0.5844416643786052,0.49669836106387694,0.491105897881701,0.5650282506857138,0.5881299049440423,0.58107881813186,0.4584289700915939,0.4638939158608888,664,597869_fnca,0.0100000000013646,0.0805986607695641,-41.36628908998006,0.0100000000389295,0.7352965452243814,-42.48737053927779,Procedural,1.1210814492977337
598568,0.5749860281381324,0.5289255179341036,0.49483034723325586,0.44146465065371815,0.4668720729052221,0.5170711582625516,0.5271350724382875,0.575349424652995,0.5877638740579623,0.5273487714412808,0.5352547381843946,0.5191738189738815,0.5074149765299721,0.5687847151737454,0.643747189102673,0.5493947224702075,0.6007629765553666,0.519412228877446,0.5285547214723787,0.5671490946455677,0.5976789924872928,0.580768257386019,0.49535989938071795,0.4566302268824042,690,598568_fnca,0.0100347557597761,1.9999999997257176,-44.38203647173057,0.0100357917716434,1.9999999992370667,-44.95885652822903,Procedural,0.5768200564984554
599065,0.5400398216337162,0.5013028202771534,0.46808814186919334,0.46130701097460686,0.4287874932056799,0.4974086844173266,0.47242902178354007,0.5839965477517023,0.5748167491863656,0.5400107342784206,0.5057405978310235,0.5000688886846845,0.48210879102866017,0.5540126912778947,0.6413820825257328,0.5239525147618632,0.5592189036249464,0.45441142380378013,0.47721262194222264,0.5490581565183655,0.5432010290199936,0.5551299814083595,0.45875310900379096,0.4591241588860786,328,599065_fnca,0.8030050218673521,1.999999999999917,-43.855994104600086,0.0100266587149155,1.9999999999998397,-45.45663414849469,Procedural,1.6006400438946071
599469,0.5293946618345657,0.49820887481775644,0.4496145286198234,0.4434589400180035,0.44559845451711183,0.5271466095584776,0.48624412036198633,0.5676475695460117,0.5459333526210767,0.5179150254762374,0.5392163449476244,0.48387387440459767,0.4861090471866494,0.5467456881450254,0.6176782180331307,0.5338261382456646,0.5779360054180386,0.49447814828145453,0.4631490442170461,0.5430340926611332,0.5635595224722032,0.5441657136570185,0.4206702196985374,0.44817775720619624,135,599469_fnca,0.0100429467596002,1.9999999992046409,-44.49013824745867,0.0100118604388784,1.9999999997212312,-47.86201687020206,Procedural,3.3718786227433952
601127,0.5802652767768796,0.5267474873611352,0.48012298341195453,0.4490425082880607,0.4478086371658453,0.570843326468299,0.49057159528884114,0.564239183366663,0.567571080403105,0.5482753782743984,0.5479277621227336,0.5176679582783699,0.4968746343030346,0.55977206275453,0.6396725321601253,0.550850150267701,0.5925822889752151,0.4861500745689517,0.49218013823106527,0.5653330341194868,0.5754241780110819,0.5824665262874987,0.4441362182753442,0.47548133032589485,470,601127_fnca,0.0100430906068154,1.9999999998828952,-44.42195977799274,0.2204098732014902,1.9999999990083352,-47.47373206730341,Procedural,3.05177228931067
604537,0.5131594132504278,0.4847569876396646,0.4449287582591736,0.4340716446022678,0.4042014599521624,0.4975289819681867,0.44533155315189893,0.5290481467714618,0.5200059766506641,0.49333058626552173,0.4913307258999802,0.4632863764605559,0.46583818022610807,0.51283668852628,0.6191723644440384,0.5096354724593679,0.5235839447275532,0.4399967277611008,0.44149620319955785,0.5169261053932175,0.5100896036969743,0.5207757968125191,0.42746930021525614,0.4333625081405998,722,604537_fnca,0.0100464704741934,1.9999999992039497,-44.42767618055397,0.0100160124490344,1.999999999862908,-45.17370470531291,Procedural,0.746028524758934
609143,0.5454563596270833,0.5358969228924999,0.4740774255885992,0.47033856749718356,0.4497862426892666,0.5643055883262139,0.51448315459537,0.5494818518915917,0.5605330685378482,0.5353502791411868,0.5688823280418953,0.5126474320769858,0.5323595900151764,0.5780856216750311,0.6618688254621887,0.5339315630176966,0.5977107995705456,0.5279283800318034,0.4655108443495083,0.5373914876611944,0.5732822553246628,0.5786301101120459,0.43398578556152445,0.45343547943607865,882,609143_fnca,0.6244847412099973,1.999999999449687,-42.889085425630846,0.3582781606401384,1.999999999634838,-44.848590474297794,Procedural,1.959505048666948
