,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,RT_Outlier,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
1,390645_fnca,1,1,Reward,2,5,2.0,0,1054,0,27,1,0,1,0,2.0,,,,MostlyReward,MostlyReward
2,390645_fnca,2,1,Reward,3,5,2.0,0,451,0,13,2,0,2,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
3,390645_fnca,3,1,Punishment,4,5,2.0,0,465,0,14,3,0,3,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
4,390645_fnca,4,1,Reward,5,5,2.0,0,507,0,13,4,0,4,0,3.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
5,390645_fnca,5,1,Reward,6,5,3.0,0,285,0,13,1,1,0,0,,2.0,1.0,Reward,MostlyReward,MostlyReward
6,390645_fnca,7,1,Neutral,8,5,2.0,0,408,0,14,1,0,1,0,3.0,,,Reward,MostlyReward,MostlyReward
7,390645_fnca,8,1,Reward,9,5,3.0,0,742,0,13,1,1,0,0,,2.0,1.0,Neutral,MostlyReward,MostlyReward
8,390645_fnca,11,1,Punishment,11,5,3.0,0,584,0,14,2,2,0,0,3.0,,,Reward,MostlyPunishment,MostlyPunishment
9,390645_fnca,12,1,Punishment,12,5,3.0,0,786,0,13,3,3,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
10,390645_fnca,13,1,Punishment,13,5,3.0,0,423,0,13,4,4,0,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
11,390645_fnca,14,1,Neutral,14,5,2.0,0,383,0,14,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
12,390645_fnca,15,1,Punishment,15,5,3.0,0,587,0,13,1,1,0,0,2.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
13,390645_fnca,16,1,Punishment,16,5,2.0,0,440,0,13,1,0,1,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
14,390645_fnca,17,1,Punishment,17,5,2.0,0,776,0,13,2,0,2,0,,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
15,390645_fnca,19,1,Punishment,18,5,3.0,0,1210,0,14,1,1,0,0,3.0,,,,MostlyPunishment,MostlyPunishment
16,390645_fnca,20,1,Punishment,19,5,3.0,0,1054,0,14,2,2,0,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
17,390645_fnca,21,1,Punishment,20,5,2.0,0,473,0,14,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
18,390645_fnca,22,1,Neutral,21,5,3.0,0,516,0,14,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
19,390645_fnca,23,1,Punishment,22,5,2.0,0,328,0,14,1,0,1,0,2.0,3.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
20,390645_fnca,24,1,Neutral,23,5,2.0,0,503,0,13,2,0,2,0,3.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
21,390645_fnca,25,1,Punishment,24,5,3.0,0,431,0,14,1,1,0,0,2.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
22,390645_fnca,26,1,Punishment,25,5,2.0,0,299,0,14,1,0,1,0,,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
23,390645_fnca,28,1,Reward,26,5,2.0,0,747,0,13,2,0,2,0,2.0,,,,MostlyReward,MostlyReward
24,390645_fnca,29,1,Reward,27,5,2.0,0,500,0,13,3,0,3,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
25,390645_fnca,30,1,Punishment,28,5,2.0,0,436,0,13,4,0,4,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
26,390645_fnca,31,1,Reward,29,5,3.0,0,418,0,14,1,1,0,0,3.0,2.0,1.0,Punishment,MostlyReward,MostlyReward
27,390645_fnca,32,1,Punishment,30,5,3.0,0,570,0,14,2,2,0,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
