,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,RT_Outlier,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
1,118831_fnca,1,1,Reward,2,5,2.0,0,319,0,27,1,0,1,0,2.0,,,,MostlyReward,MostlyReward
2,118831_fnca,2,1,Reward,3,5,2.0,0,340,0,14,2,0,2,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
3,118831_fnca,3,1,Punishment,4,5,2.0,0,585,0,13,3,0,3,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
4,118831_fnca,4,1,Reward,5,5,2.0,0,452,0,14,4,0,4,0,2.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
5,118831_fnca,5,1,Reward,6,5,2.0,0,339,0,14,5,0,5,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
6,118831_fnca,6,1,Reward,7,5,2.0,0,374,0,13,6,0,6,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
7,118831_fnca,7,1,Neutral,8,5,2.0,0,395,0,13,7,0,7,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
8,118831_fnca,8,1,Reward,9,5,2.0,0,377,0,13,8,0,8,0,,2.0,0.0,Neutral,MostlyReward,MostlyReward
9,118831_fnca,10,1,Reward,10,5,2.0,0,663,0,14,9,0,9,0,2.0,,,,MostlyPunishment,MostlyPunishment
10,118831_fnca,11,1,Punishment,11,5,2.0,0,270,0,14,10,0,10,0,2.0,2.0,0.0,Reward,MostlyPunishment,MostlyPunishment
11,118831_fnca,12,1,Punishment,12,5,2.0,0,346,0,14,11,0,11,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
12,118831_fnca,13,1,Punishment,13,5,2.0,0,261,0,13,12,0,12,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
13,118831_fnca,14,1,Neutral,14,5,2.0,0,344,0,13,13,0,13,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
14,118831_fnca,15,1,Punishment,15,5,2.0,0,293,0,13,14,0,14,0,2.0,2.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
15,118831_fnca,16,1,Punishment,16,5,2.0,0,494,0,13,15,0,15,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
16,118831_fnca,17,1,Punishment,17,5,2.0,0,340,0,13,16,0,16,0,,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
17,118831_fnca,19,1,Punishment,18,5,2.0,0,520,0,14,17,0,17,0,2.0,,,,MostlyPunishment,MostlyPunishment
18,118831_fnca,20,1,Punishment,19,5,2.0,0,387,0,14,18,0,18,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
19,118831_fnca,21,1,Punishment,20,5,2.0,0,235,0,14,19,0,19,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
20,118831_fnca,22,1,Neutral,21,5,2.0,0,447,0,13,20,0,20,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
21,118831_fnca,23,1,Punishment,22,5,2.0,0,468,0,14,21,0,21,0,2.0,2.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
22,118831_fnca,24,1,Neutral,23,5,2.0,0,462,0,14,22,0,22,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
23,118831_fnca,25,1,Punishment,24,5,2.0,0,779,0,13,23,0,23,0,2.0,2.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
24,118831_fnca,26,1,Punishment,25,5,2.0,0,232,0,13,24,0,24,0,,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
25,118831_fnca,28,1,Reward,26,5,2.0,0,515,0,13,25,0,25,0,2.0,,,,MostlyReward,MostlyReward
26,118831_fnca,29,1,Reward,27,5,2.0,0,518,0,13,26,0,26,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
27,118831_fnca,30,1,Punishment,28,5,2.0,0,267,0,14,27,0,27,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
28,118831_fnca,31,1,Reward,29,5,2.0,0,303,0,13,28,0,28,0,2.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
29,118831_fnca,32,1,Punishment,30,5,2.0,0,476,0,13,29,0,29,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
30,118831_fnca,33,1,Reward,31,5,2.0,0,448,0,14,30,0,30,0,2.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
31,118831_fnca,34,1,Reward,32,5,2.0,0,370,0,13,31,0,31,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
32,118831_fnca,35,1,Reward,32,5,2.0,0,440,0,13,32,0,32,0,,2.0,0.0,Reward,MostlyReward,MostlyReward
33,118831_fnca,1,2,Punishment,2,5,2.0,0,424,0,27,1,0,1,0,2.0,,,,MostlyPunishment,MostlyPunishment
34,118831_fnca,2,2,Punishment,3,5,2.0,0,381,0,13,2,0,2,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
35,118831_fnca,3,2,Reward,4,5,2.0,0,278,0,13,3,0,3,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
36,118831_fnca,4,2,Punishment,5,5,2.0,0,249,0,13,4,0,4,0,2.0,2.0,0.0,Reward,MostlyPunishment,MostlyPunishment
