,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,RT_Outlier,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
1,462139_fnca,1,1,Reward,2,5,3.0,0,664,0,26,1,1,0,0,2.0,,,,MostlyReward,MostlyReward
2,462139_fnca,2,1,Reward,3,5,2.0,0,573,0,13,1,0,1,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
3,462139_fnca,3,1,Punishment,4,5,2.0,0,437,0,13,2,0,2,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
4,462139_fnca,4,1,Reward,5,5,3.0,0,438,0,14,1,1,0,0,3.0,2.0,1.0,Punishment,MostlyReward,MostlyReward
5,462139_fnca,5,1,Reward,6,5,3.0,0,544,0,13,2,2,0,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
6,462139_fnca,6,1,Reward,7,5,2.0,0,369,0,13,1,0,1,0,3.0,3.0,1.0,Reward,MostlyReward,MostlyReward
7,462139_fnca,7,1,Neutral,8,5,3.0,0,384,0,14,1,1,0,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
8,462139_fnca,8,1,Reward,9,5,3.0,0,466,0,13,2,2,0,0,,3.0,0.0,Neutral,MostlyReward,MostlyReward
9,462139_fnca,10,1,Reward,10,5,3.0,0,788,0,13,3,3,0,0,2.0,,,,MostlyPunishment,MostlyPunishment
10,462139_fnca,11,1,Punishment,11,5,2.0,0,575,0,13,1,0,1,0,2.0,3.0,1.0,Reward,MostlyPunishment,MostlyPunishment
11,462139_fnca,12,1,Punishment,12,5,2.0,0,467,0,13,2,0,2,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
12,462139_fnca,13,1,Punishment,13,5,2.0,0,471,0,13,3,0,3,0,3.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
13,462139_fnca,14,1,Neutral,14,5,3.0,0,581,0,13,1,1,0,0,3.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
14,462139_fnca,15,1,Punishment,15,5,3.0,0,450,0,14,2,2,0,0,2.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
15,462139_fnca,16,1,Punishment,16,5,2.0,0,525,0,14,1,0,1,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
16,462139_fnca,17,1,Punishment,17,5,2.0,0,594,0,14,2,0,2,0,,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
17,462139_fnca,19,1,Punishment,18,5,3.0,0,538,0,14,1,1,0,0,3.0,,,,MostlyPunishment,MostlyPunishment
18,462139_fnca,20,1,Punishment,19,5,3.0,0,426,0,13,2,2,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
19,462139_fnca,21,1,Punishment,20,5,3.0,0,512,0,14,3,3,0,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
20,462139_fnca,22,1,Neutral,21,5,2.0,0,539,0,13,1,0,1,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
21,462139_fnca,23,1,Punishment,22,5,2.0,0,639,0,13,2,0,2,0,3.0,2.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
22,462139_fnca,24,1,Neutral,23,5,3.0,0,562,0,14,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
23,462139_fnca,25,1,Punishment,24,5,2.0,0,383,0,14,1,0,1,0,3.0,3.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
24,462139_fnca,26,1,Punishment,25,5,3.0,0,505,0,13,1,1,0,0,,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
25,462139_fnca,28,1,Reward,26,5,2.0,0,681,0,13,1,0,1,0,3.0,,,,MostlyReward,MostlyReward
26,462139_fnca,29,1,Reward,27,5,3.0,0,626,0,14,1,1,0,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
27,462139_fnca,30,1,Punishment,28,5,3.0,0,487,0,14,2,2,0,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
28,462139_fnca,31,1,Reward,29,5,2.0,0,501,0,13,1,0,1,0,2.0,3.0,1.0,Punishment,MostlyReward,MostlyReward
29,462139_fnca,32,1,Punishment,30,5,2.0,0,521,0,13,2,0,2,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
30,462139_fnca,33,1,Reward,31,5,2.0,0,660,0,13,3,0,3,0,2.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
31,462139_fnca,34,1,Reward,32,5,2.0,0,508,0,13,4,0,4,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
32,462139_fnca,35,1,Reward,32,5,3.0,0,637,0,13,1,1,0,0,,2.0,1.0,Reward,MostlyReward,MostlyReward
