,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,RT_Outlier,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
1,330324_fnca,1,1,Reward,2,5,2.0,0,521,0,53,1,0,1,0,2.0,,,,MostlyReward,MostlyReward
2,330324_fnca,2,1,Reward,3,5,2.0,0,410,0,14,2,0,2,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
3,330324_fnca,3,1,Punishment,4,5,2.0,0,610,0,13,3,0,3,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
4,330324_fnca,4,1,Reward,5,5,2.0,0,598,0,13,4,0,4,0,2.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
5,330324_fnca,5,1,Reward,6,5,2.0,0,619,0,14,5,0,5,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
6,330324_fnca,6,1,Reward,7,5,2.0,0,516,0,13,6,0,6,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
7,330324_fnca,7,1,Neutral,8,5,2.0,0,471,0,13,7,0,7,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
8,330324_fnca,8,1,Reward,9,5,2.0,0,625,0,13,8,0,8,0,,2.0,0.0,Neutral,MostlyReward,MostlyReward
9,330324_fnca,10,1,Reward,10,5,2.0,0,733,0,14,9,0,9,0,2.0,,,,MostlyPunishment,MostlyPunishment
10,330324_fnca,11,1,Punishment,11,5,2.0,0,725,0,14,10,0,10,0,2.0,2.0,0.0,Reward,MostlyPunishment,MostlyPunishment
11,330324_fnca,12,1,Punishment,12,5,2.0,0,578,0,13,11,0,11,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
12,330324_fnca,13,1,Punishment,13,5,2.0,0,387,0,13,12,0,12,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
13,330324_fnca,14,1,Neutral,14,5,2.0,0,352,0,13,13,0,13,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
14,330324_fnca,15,1,Punishment,15,5,2.0,0,465,0,13,14,0,14,0,2.0,2.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
15,330324_fnca,16,1,Punishment,16,5,2.0,0,504,0,13,15,0,15,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
16,330324_fnca,17,1,Punishment,17,5,2.0,0,492,0,14,16,0,16,0,,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
17,330324_fnca,19,1,Punishment,18,5,2.0,0,645,0,13,17,0,17,0,2.0,,,,MostlyPunishment,MostlyPunishment
18,330324_fnca,20,1,Punishment,19,5,2.0,0,451,0,13,18,0,18,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
19,330324_fnca,21,1,Punishment,20,5,2.0,0,310,0,13,19,0,19,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
20,330324_fnca,22,1,Neutral,21,5,2.0,0,323,0,13,20,0,20,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
21,330324_fnca,23,1,Punishment,22,5,2.0,0,339,0,13,21,0,21,0,2.0,2.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
22,330324_fnca,24,1,Neutral,23,5,2.0,0,413,0,13,22,0,22,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
23,330324_fnca,25,1,Punishment,24,5,2.0,0,703,0,14,23,0,23,0,2.0,2.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
24,330324_fnca,26,1,Punishment,25,5,2.0,0,483,0,14,24,0,24,0,,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
25,330324_fnca,28,1,Reward,26,5,2.0,0,611,0,13,25,0,25,0,2.0,,,,MostlyReward,MostlyReward
26,330324_fnca,29,1,Reward,27,5,2.0,0,399,0,13,26,0,26,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
27,330324_fnca,30,1,Punishment,28,5,2.0,0,437,0,13,27,0,27,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
