,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,RT_Outlier,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
1,499566_fnca,1,1,Reward,2,5,3.0,0,408,0,27,1,1,0,0,3.0,,,,MostlyReward,MostlyReward
2,499566_fnca,2,1,Reward,3,5,3.0,0,322,0,14,2,2,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
3,499566_fnca,3,1,Punishment,4,5,3.0,0,481,0,14,3,3,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
4,499566_fnca,4,1,Reward,5,5,3.0,0,505,0,14,4,4,0,0,3.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
5,499566_fnca,5,1,Reward,6,5,3.0,0,476,0,13,5,5,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
6,499566_fnca,6,1,Reward,7,5,3.0,0,216,0,13,6,6,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
7,499566_fnca,7,1,Neutral,8,5,3.0,0,292,0,13,7,7,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
8,499566_fnca,8,1,Reward,9,5,3.0,0,668,0,13,8,8,0,0,,3.0,0.0,Neutral,MostlyReward,MostlyReward
9,499566_fnca,10,1,Reward,10,5,3.0,0,749,0,14,9,9,0,0,3.0,,,,MostlyPunishment,MostlyPunishment
10,499566_fnca,11,1,Punishment,11,5,3.0,0,325,0,13,10,10,0,0,3.0,3.0,0.0,Reward,MostlyPunishment,MostlyPunishment
11,499566_fnca,12,1,Punishment,12,5,3.0,0,122,1,14,11,11,0,1,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
12,499566_fnca,13,1,Punishment,13,5,3.0,0,327,0,13,12,12,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
13,499566_fnca,14,1,Neutral,14,5,3.0,0,465,0,13,13,13,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
14,499566_fnca,15,1,Punishment,15,5,3.0,0,394,0,13,14,14,0,0,3.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
15,499566_fnca,16,1,Punishment,16,5,3.0,0,258,0,14,15,15,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
16,499566_fnca,17,1,Punishment,17,5,3.0,0,392,0,14,16,16,0,0,,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
17,499566_fnca,19,1,Punishment,18,5,3.0,0,572,0,13,17,17,0,0,3.0,,,,MostlyPunishment,MostlyPunishment
18,499566_fnca,20,1,Punishment,19,5,3.0,0,350,0,14,18,18,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
19,499566_fnca,21,1,Punishment,20,5,3.0,0,599,0,14,19,19,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
20,499566_fnca,22,1,Neutral,21,5,3.0,0,950,0,13,20,20,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
21,499566_fnca,23,1,Punishment,22,5,3.0,0,686,0,13,21,21,0,0,3.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
22,499566_fnca,24,1,Neutral,23,5,3.0,0,303,0,14,22,22,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
23,499566_fnca,25,1,Punishment,24,5,3.0,0,324,0,14,23,23,0,0,3.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
24,499566_fnca,26,1,Punishment,25,5,3.0,0,278,0,13,24,24,0,0,,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
25,499566_fnca,28,1,Reward,26,5,3.0,0,442,0,13,25,25,0,0,3.0,,,,MostlyReward,MostlyReward
26,499566_fnca,29,1,Reward,27,5,3.0,0,198,1,13,26,26,0,1,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
27,499566_fnca,30,1,Punishment,28,5,3.0,0,301,0,13,27,27,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
28,499566_fnca,31,1,Reward,29,5,3.0,0,334,0,14,28,28,0,0,3.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
29,499566_fnca,32,1,Punishment,30,5,3.0,0,313,0,13,29,29,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
30,499566_fnca,33,1,Reward,31,5,3.0,0,462,0,13,30,30,0,0,3.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
31,499566_fnca,34,1,Reward,32,5,3.0,0,317,0,13,31,31,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
32,499566_fnca,35,1,Reward,32,5,3.0,0,304,0,14,32,32,0,0,,3.0,0.0,Reward,MostlyReward,MostlyReward
33,499566_fnca,1,2,Punishment,2,5,3.0,0,441,0,26,1,1,0,0,3.0,,,,MostlyPunishment,MostlyPunishment
34,499566_fnca,2,2,Punishment,3,5,3.0,0,347,0,13,2,2,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
35,499566_fnca,3,2,Reward,4,5,3.0,0,338,0,13,3,3,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
36,499566_fnca,4,2,Punishment,5,5,3.0,0,337,0,14,4,4,0,0,3.0,3.0,0.0,Reward,MostlyPunishment,MostlyPunishment
