,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,RT_Outlier,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
1,182739_fnca,1,1,Reward,2,5,2.0,0,714,0,26,1,0,1,0,2.0,,,,MostlyReward,MostlyReward
2,182739_fnca,2,1,Reward,3,5,2.0,0,635,0,13,2,0,2,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
3,182739_fnca,3,1,Punishment,4,5,2.0,0,640,0,13,3,0,3,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
4,182739_fnca,4,1,Reward,5,5,2.0,0,413,0,14,4,0,4,0,2.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
5,182739_fnca,5,1,Reward,6,5,2.0,0,336,0,14,5,0,5,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
6,182739_fnca,6,1,Reward,7,5,2.0,0,400,0,13,6,0,6,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
7,182739_fnca,7,1,Neutral,8,5,2.0,0,558,0,13,7,0,7,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
8,182739_fnca,8,1,Reward,9,5,2.0,0,251,0,13,8,0,8,0,,2.0,0.0,Neutral,MostlyReward,MostlyReward
9,182739_fnca,10,1,Reward,10,5,2.0,0,622,0,14,9,0,9,0,2.0,,,,MostlyPunishment,MostlyPunishment
10,182739_fnca,11,1,Punishment,11,5,2.0,0,371,0,13,10,0,10,0,2.0,2.0,0.0,Reward,MostlyPunishment,MostlyPunishment
11,182739_fnca,12,1,Punishment,12,5,2.0,0,326,0,14,11,0,11,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
12,182739_fnca,13,1,Punishment,13,5,2.0,0,320,0,14,12,0,12,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
13,182739_fnca,14,1,Neutral,14,5,2.0,0,380,0,13,13,0,13,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
14,182739_fnca,15,1,Punishment,15,5,2.0,0,264,0,13,14,0,14,0,3.0,2.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
15,182739_fnca,16,1,Punishment,16,5,3.0,0,359,0,13,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
16,182739_fnca,17,1,Punishment,17,5,2.0,0,370,0,13,1,0,1,0,,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
17,182739_fnca,19,1,Punishment,18,5,2.0,0,483,0,13,2,0,2,0,2.0,,,,MostlyPunishment,MostlyPunishment
18,182739_fnca,20,1,Punishment,19,5,2.0,0,266,0,13,3,0,3,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
19,182739_fnca,21,1,Punishment,20,5,2.0,0,253,0,13,4,0,4,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
20,182739_fnca,22,1,Neutral,21,5,2.0,0,269,0,14,5,0,5,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
21,182739_fnca,23,1,Punishment,22,5,2.0,0,232,0,14,6,0,6,0,2.0,2.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
22,182739_fnca,24,1,Neutral,23,5,2.0,0,244,0,13,7,0,7,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
23,182739_fnca,25,1,Punishment,24,5,2.0,0,228,0,14,8,0,8,0,2.0,2.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
24,182739_fnca,26,1,Punishment,25,5,2.0,0,308,0,13,9,0,9,0,,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
25,182739_fnca,28,1,Reward,26,5,2.0,0,585,0,13,10,0,10,0,2.0,,,,MostlyReward,MostlyReward
26,182739_fnca,29,1,Reward,27,5,2.0,0,240,0,14,11,0,11,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
27,182739_fnca,30,1,Punishment,28,5,2.0,0,255,0,14,12,0,12,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
28,182739_fnca,31,1,Reward,29,5,2.0,0,234,0,13,13,0,13,0,2.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
29,182739_fnca,32,1,Punishment,30,5,2.0,0,262,0,13,14,0,14,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
30,182739_fnca,33,1,Reward,31,5,2.0,0,257,0,14,15,0,15,0,2.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
31,182739_fnca,34,1,Reward,32,5,2.0,0,278,0,13,16,0,16,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
32,182739_fnca,35,1,Reward,32,5,2.0,0,226,0,13,17,0,17,0,,2.0,0.0,Reward,MostlyReward,MostlyReward
33,182739_fnca,1,2,Punishment,2,5,2.0,0,446,0,27,1,0,1,0,2.0,,,,MostlyPunishment,MostlyPunishment
34,182739_fnca,2,2,Punishment,3,5,2.0,0,272,0,13,2,0,2,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
35,182739_fnca,3,2,Reward,4,5,2.0,0,295,0,14,3,0,3,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
36,182739_fnca,4,2,Punishment,5,5,2.0,0,342,0,13,4,0,4,0,2.0,2.0,0.0,Reward,MostlyPunishment,MostlyPunishment
37,182739_fnca,5,2,Reward,6,5,2.0,0,263,0,13,5,0,5,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
38,182739_fnca,6,2,Punishment,7,5,2.0,0,336,0,14,6,0,6,0,2.0,2.0,0.0,Reward,MostlyPunishment,MostlyPunishment
